日期,战区,渠道,型号,客户,签收金额,数量
2024-12-31,广州,传统,KFR-72LW,客户19,13967,3
2024-12-17,广州,传统,KFR-50GW,客户09,12131,3
2024-12-04,广州,传统,KFR-35GW,客户19,2801,1
2024-12-24,广州,传统,KFR-32GW,客户10,8234,3
2024-12-01,广州,传统,KFR-26GW,客户01,7113,3
2024-12-20,广州,传统,KF-50GW,客户07,9446,3
2024-12-26,广州,KA,KFR-26GW,客户19,11531,5
2024-12-11,广州,KA,KFR-50GW,客户05,15897,5
2024-12-31,广州,KA,KF-32GW,客户11,4559,2
2024-12-13,广州,KA,KF-26GW,客户30,4001,2
2024-12-18,广州,KA,KFR-50GW,客户01,10212,3
2024-12-23,广州,KA,KFR-100LW,客户20,12978,3
2024-12-22,广州,KA,KFR-35GW,客户19,16461,6
2024-12-28,广州,KA,KFR-50LW,客户11,20012,6
2024-12-16,广州,KA,KFR-32GW,客户01,9879,4
2024-12-02,广州,KA,KFR-72LW,客户06,16195,4
2024-12-12,广州,KA,KFR-26GW,客户01,8529,4
2024-12-12,广州,B2B,KFR-72LW,客户19,53391,15
2024-12-08,广州,B2B,KFR-50GW,客户01,37770,12
2024-12-10,广州,B2B,KFR-32GW,客户05,16535,7
2024-12-02,广州,B2B,KFR-26GW,客户02,30317,15
2024-12-19,广州,B2B,KFR-50GW,客户24,54244,18
2024-12-11,广州,B2B,KFR-26GW,客户05,37362,17
2024-12-25,广州,O2O,KF-32GW,客户01,2138,1
2024-12-12,广州,O2O,KFR-120LW,客户02,9476,2
2024-12-10,广州,O2O,KF-50GW,客户03,3003,1
2024-12-20,东莞,传统,KFR-35GW,客户12,2782,1
2024-12-03,东莞,传统,KF-26GW,客户01,6895,3
2024-12-07,东莞,传统,KFR-50LW,客户11,7723,2
2024-12-22,东莞,传统,KFR-35GW,客户01,5623,2
2024-12-09,东莞,传统,KFR-50LW,客户03,7522,2
2024-12-23,东莞,传统,KFR-72LW,客户08,13012,3
2024-12-07,东莞,传统,KFR-50LW,客户03,7598,2
2024-12-26,东莞,传统,KFR-120LW,客户22,9889,2
2024-12-30,东莞,传统,KFR-72LW,客户20,9251,2
2024-12-24,东莞,KA,KFR-72LW,客户10,15545,4
2024-12-14,东莞,KA,KF-26GW,客户05,10427,5
2024-12-09,东莞,KA,KFR-35GW,客户22,5126,2
2024-12-22,东莞,KA,KF-32GW,客户15,8441,4
2024-12-26,东莞,KA,KFR-72LW,客户07,8120,2
2024-12-14,东莞,KA,KF-32GW,客户09,13777,6
2024-12-09,东莞,KA,KFR-50GW,客户26,10069,3
2024-12-06,东莞,KA,KF-26GW,客户04,12688,6
2024-12-11,东莞,B2B,KFR-26GW,客户18,11228,5
2024-12-29,东莞,B2B,KFR-72LW,客户24,69064,18
2024-12-27,东莞,B2B,KFR-35GW,客户15,16267,7
2024-12-17,东莞,B2B,KFR-32GW,客户02,19682,8
2024-12-20,东莞,B2B,KFR-120LW,客户12,54331,13
2024-12-26,东莞,O2O,KF-32GW,客户05,4411,2
2024-12-07,东莞,O2O,KF-26GW,客户03,4028,2
2024-12-28,东莞,O2O,KF-50GW,客户08,5948,2
2024-12-22,南宁,传统,KFR-50LW,客户06,3686,1
2024-12-12,南宁,传统,KFR-32GW,客户04,2844,1
2024-12-20,南宁,传统,KFR-50GW,客户06,8006,2
2024-12-23,南宁,传统,KFR-26GW,客户18,2422,1
2024-12-31,南宁,传统,KF-35GW,客户16,4994,2
2024-12-04,南宁,传统,KF-26GW,客户26,6553,3
2024-12-30,南宁,KA,KFR-32GW,客户08,5279,2
2024-12-10,南宁,KA,KFR-32GW,客户01,7394,3
2024-12-25,南宁,KA,KFR-32GW,客户25,11780,5
2024-12-28,南宁,KA,KFR-100LW,客户20,16437,4
2024-12-27,南宁,KA,KFR-26GW,客户20,10549,5
2024-12-27,南宁,KA,KFR-35GW,客户08,5530,2
2024-12-24,南宁,B2B,KFR-32GW,客户01,38794,18
2024-12-21,南宁,B2B,KFR-35GW,客户16,14267,6
2024-12-10,南宁,B2B,KFR-100LW,客户14,37968,9
2024-12-08,南宁,B2B,KFR-35GW,客户01,25175,10
2024-12-26,南宁,O2O,KF-50GW,客户22,3033,1
2024-12-09,南宁,O2O,KF-35GW,客户08,2208,1
2024-12-06,长沙,传统,KFR-72LW,客户05,8781,2
2024-12-08,长沙,传统,KFR-50GW,客户06,11155,3
2024-12-30,长沙,传统,KFR-26GW,客户01,6842,3
2024-12-23,长沙,传统,KFR-26GW,客户09,4496,2
2024-12-03,长沙,传统,KF-32GW,客户01,7054,3
2024-12-23,长沙,KA,KFR-32GW,客户12,5150,2
2024-12-08,长沙,KA,KFR-50LW,客户20,18053,5
2024-12-10,长沙,KA,KF-26GW,客户03,7843,4
2024-12-27,长沙,KA,KF-26GW,客户07,10771,5
2024-12-26,长沙,B2B,KFR-120LW,客户07,72813,18
2024-12-08,长沙,B2B,KFR-32GW,客户04,30388,13
2024-12-03,长沙,B2B,KFR-35GW,客户16,50408,19
2024-12-23,长沙,O2O,KFR-26GW,客户05,4178,2
2024-12-04,长沙,O2O,KFR-50GW,客户13,2973,1
2025-01-31,深圳,传统,KFR-26GW,客户27,4198,2
2025-01-24,深圳,传统,KFR-120LW,客户21,10477,3
2025-01-13,深圳,传统,KF-32GW,客户01,5468,3
2025-01-02,深圳,传统,KFR-120LW,客户02,11208,3
2025-01-15,深圳,传统,KFR-72LW,客户04,9548,3
2025-01-14,深圳,传统,KFR-26GW,客户05,5526,3
2025-01-27,深圳,传统,KFR-32GW,客户02,2217,1
2025-01-10,深圳,传统,KFR-35GW,客户06,4496,2
2025-01-06,深圳,传统,KF-35GW,客户04,3805,2
2025-01-18,深圳,传统,KFR-35GW,客户30,2253,1
2025-01-08,深圳,传统,KF-32GW,客户15,3863,2
2025-01-23,深圳,传统,KFR-32GW,客户09,2114,1
2025-01-23,深圳,传统,KFR-50GW,客户02,5720,2
2025-01-28,深圳,传统,KFR-50LW,客户09,2942,1
2025-01-06,深圳,KA,KFR-32GW,客户06,7746,3
2025-01-29,深圳,KA,KF-26GW,客户22,12094,6
2025-01-14,深圳,KA,KFR-120LW,客户03,8691,2
2025-01-22,深圳,KA,KF-35GW,客户04,11996,5
2025-01-13,深圳,KA,KFR-26GW,客户05,8593,4
2025-01-27,深圳,KA,KFR-35GW,客户27,5093,2
2025-01-15,深圳,KA,KFR-35GW,客户01,14159,5
2025-01-11,深圳,KA,KFR-72LW,客户04,7532,2
2025-01-24,深圳,KA,KF-50GW,客户15,14411,5
2025-01-07,深圳,KA,KF-35GW,客户21,7800,3
2025-01-03,深圳,KA,KF-32GW,客户21,9012,4
2025-01-13,深圳,KA,KFR-50LW,客户13,7123,2
2025-01-06,深圳,KA,KFR-32GW,客户04,13687,5
2025-01-04,深圳,B2B,KFR-50GW,客户15,33118,9
2025-01-12,深圳,B2B,KFR-35GW,客户21,42823,14
2025-01-16,深圳,B2B,KFR-120LW,客户22,52016,11
2025-01-25,深圳,B2B,KFR-50GW,客户07,43274,13
2025-01-14,深圳,B2B,KFR-50GW,客户06,34272,10
2025-01-21,深圳,B2B,KFR-100LW,客户01,75727,15
2025-01-17,深圳,B2B,KF-26GW,客户02,43176,20
2025-01-26,深圳,B2B,KFR-72LW,客户11,58496,14
2025-01-27,深圳,O2O,KFR-32GW,客户02,5931,2
2025-01-17,深圳,O2O,KFR-32GW,客户08,2641,1
2025-01-15,深圳,O2O,KFR-26GW,客户08,2501,1
2025-01-25,深圳,O2O,KFR-120LW,客户12,10407,2
2025-01-26,广州,传统,KFR-26GW,客户15,1934,1
2025-01-11,广州,传统,KFR-32GW,客户07,1953,1
2025-01-15,广州,传统,KFR-72LW,客户08,10395,3
2025-01-20,广州,传统,KFR-72LW,客户04,3351,1
2025-01-18,广州,传统,KFR-32GW,客户16,4271,2
2025-01-23,广州,传统,KFR-26GW,客户07,1888,1
2025-01-20,广州,传统,KFR-50GW,客户15,8620,3
2025-01-23,广州,传统,KF-26GW,客户05,4884,3
2025-01-05,广州,传统,KFR-120LW,客户21,4068,1
2025-01-01,广州,传统,KFR-26GW,客户03,1818,1
2025-01-08,广州,传统,KFR-32GW,客户15,6093,3
2025-01-05,广州,KA,KFR-72LW,客户20,12959,3
2025-01-29,广州,KA,KFR-50GW,客户01,10343,3
2025-01-19,广州,KA,KFR-32GW,客户17,11407,5
2025-01-02,广州,KA,KFR-32GW,客户05,12863,5
2025-01-24,广州,KA,KFR-35GW,客户01,14989,5
2025-01-02,广州,KA,KFR-72LW,客户18,15896,4
2025-01-29,广州,KA,KFR-50GW,客户09,19443,6
2025-01-17,广州,KA,KF-32GW,客户09,4016,2
2025-01-14,广州,KA,KFR-26GW,客户12,14607,6
2025-01-31,广州,KA,KF-32GW,客户02,14179,6
2025-01-07,广州,KA,KFR-100LW,客户08,23091,5
2025-01-30,广州,B2B,KFR-50GW,客户10,52751,15
2025-01-23,广州,B2B,KFR-72LW,客户23,83292,19
2025-01-26,广州,B2B,KFR-50GW,客户07,57679,16
2025-01-24,广州,B2B,KFR-50GW,客户29,33952,10
2025-01-07,广州,B2B,KFR-26GW,客户09,22838,10
2025-01-08,广州,B2B,KFR-32GW,客户10,50840,18
2025-01-12,广州,O2O,KFR-26GW,客户01,5078,2
2025-01-04,广州,O2O,KFR-120LW,客户02,5511,1
2025-01-16,广州,O2O,KFR-72LW,客户02,4502,1
2025-01-18,广州,O2O,KFR-32GW,客户06,5969,2
2025-01-20,东莞,传统,KFR-32GW,客户16,5749,3
2025-01-25,东莞,传统,KFR-120LW,客户17,7994,2
2025-01-20,东莞,传统,KFR-26GW,客户02,4841,3
2025-01-21,东莞,传统,KF-26GW,客户28,5247,3
2025-01-06,东莞,传统,KFR-26GW,客户03,3699,2
2025-01-05,东莞,传统,KF-26GW,客户17,4611,3
2025-01-04,东莞,传统,KFR-100LW,客户05,3680,1
2025-01-27,东莞,传统,KF-32GW,客户08,3765,2
2025-01-06,东莞,传统,KF-32GW,客户06,5611,3
2025-01-25,东莞,KA,KFR-35GW,客户19,10655,4
2025-01-05,东莞,KA,KF-26GW,客户08,6022,3
2025-01-17,东莞,KA,KF-32GW,客户07,12471,5
2025-01-15,东莞,KA,KF-26GW,客户06,3824,2
2025-01-11,东莞,KA,KFR-32GW,客户01,15467,6
2025-01-02,东莞,KA,KFR-50GW,客户20,16389,5
2025-01-21,东莞,KA,KFR-50GW,客户01,10045,3
2025-01-10,东莞,KA,KF-50GW,客户21,17776,6
2025-01-11,东莞,KA,KFR-50GW,客户25,20921,6
2025-01-23,东莞,B2B,KFR-26GW,客户04,19945,9
2025-01-26,东莞,B2B,KFR-50GW,客户15,64209,19
2025-01-03,东莞,B2B,KFR-100LW,客户20,59296,14
2025-01-07,东莞,B2B,KFR-26GW,客户05,19843,9
2025-01-25,东莞,B2B,KFR-26GW,客户11,34971,15
2025-01-24,东莞,O2O,KFR-26GW,客户25,5208,2
2025-01-27,东莞,O2O,KFR-50GW,客户10,4190,1
2025-01-15,南宁,传统,KFR-72LW,客户06,3351,1
2025-01-11,南宁,传统,KFR-35GW,客户18,3992,2
2025-01-21,南宁,传统,KF-50GW,客户21,6716,3
2025-01-12,南宁,传统,KFR-120LW,客户23,3684,1
2025-01-13,南宁,传统,KFR-35GW,客户15,6630,3
2025-01-17,南宁,传统,KFR-50LW,客户04,5743,2
2025-01-14,南宁,传统,KFR-72LW,客户22,6489,2
2025-01-16,南宁,KA,KFR-26GW,客户01,6708,3
2025-01-25,南宁,KA,KFR-32GW,客户01,14373,6
2025-01-21,南宁,KA,KFR-50GW,客户04,17115,5
2025-01-06,南宁,KA,KFR-50GW,客户08,16411,5
2025-01-05,南宁,KA,KFR-32GW,客户02,11988,5
2025-01-16,南宁,KA,KF-50GW,客户10,18411,6
2025-01-20,南宁,B2B,KFR-32GW,客户12,21925,8
2025-01-05,南宁,B2B,KF-32GW,客户02,37981,16
2025-01-10,南宁,B2B,KFR-26GW,客户05,37368,16
2025-01-02,南宁,B2B,KFR-35GW,客户01,27162,9
2025-01-27,南宁,O2O,KFR-35GW,客户04,3361,1
2025-01-16,南宁,O2O,KF-26GW,客户01,4888,2
2025-01-16,长沙,传统,KFR-50LW,客户25,5850,2
2025-01-15,长沙,传统,KF-32GW,客户22,1889,1
2025-01-28,长沙,传统,KF-26GW,客户15,1609,1
2025-01-08,长沙,传统,KF-26GW,客户01,4995,3
2025-01-24,长沙,KA,KFR-35GW,客户01,13069,5
2025-01-26,长沙,KA,KFR-35GW,客户01,8061,3
2025-01-21,长沙,KA,KF-26GW,客户05,3868,2
2025-01-31,长沙,KA,KFR-50LW,客户03,19338,6
2025-01-04,长沙,B2B,KFR-32GW,客户09,13098,5
2025-01-27,长沙,B2B,KFR-100LW,客户11,23377,5
2025-01-03,长沙,B2B,KF-26GW,客户25,42931,19
2025-01-11,长沙,O2O,KFR-72LW,客户07,4154,1
2025-02-13,深圳,传统,KFR-50GW,客户24,5533,2
2025-02-06,深圳,传统,KFR-32GW,客户02,2022,1
2025-02-14,深圳,传统,KFR-32GW,客户01,4165,2
2025-02-10,深圳,传统,KFR-120LW,客户01,7987,2
2025-02-11,深圳,传统,KFR-35GW,客户05,4880,2
2025-02-20,深圳,传统,KFR-32GW,客户27,2179,1
2025-02-13,深圳,传统,KFR-72LW,客户10,10171,3
2025-02-16,深圳,传统,KF-35GW,客户04,3837,2
2025-02-09,深圳,传统,KFR-26GW,客户14,1868,1
2025-02-26,深圳,传统,KFR-50LW,客户13,2925,1
2025-02-03,深圳,传统,KFR-26GW,客户12,3929,2
2025-02-26,深圳,传统,KF-32GW,客户10,1698,1
2025-02-15,深圳,传统,KFR-32GW,客户28,6970,3
2025-02-01,深圳,传统,KFR-26GW,客户21,5361,3
2025-02-27,深圳,KA,KF-35GW,客户04,11011,4
2025-02-02,深圳,KA,KFR-120LW,客户30,13278,3
2025-02-10,深圳,KA,KFR-32GW,客户11,4926,2
2025-02-14,深圳,KA,KFR-26GW,客户17,6496,3
2025-02-22,深圳,KA,KFR-32GW,客户10,8637,4
2025-02-11,深圳,KA,KF-35GW,客户14,12054,5
2025-02-11,深圳,KA,KFR-35GW,客户09,17688,6
2025-02-01,深圳,KA,KFR-26GW,客户16,4442,2
2025-02-25,深圳,KA,KFR-120LW,客户07,23261,5
2025-02-27,深圳,KA,KFR-50GW,客户01,5956,2
2025-02-27,深圳,KA,KFR-120LW,客户16,18189,4
2025-02-23,深圳,KA,KFR-35GW,客户13,14257,5
2025-02-07,深圳,KA,KF-50GW,客户02,12950,4
2025-02-23,深圳,KA,KFR-50GW,客户03,6662,2
2025-02-26,深圳,B2B,KFR-26GW,客户13,30569,14
2025-02-16,深圳,B2B,KF-26GW,客户03,44526,20
2025-02-01,深圳,B2B,KF-35GW,客户17,28315,11
2025-02-17,深圳,B2B,KFR-32GW,客户22,47163,17
2025-02-03,深圳,B2B,KFR-50LW,客户11,38313,10
2025-02-08,深圳,B2B,KFR-72LW,客户19,38404,9
2025-02-07,深圳,B2B,KF-32GW,客户18,33452,13
2025-02-01,深圳,B2B,KF-32GW,客户01,30042,13
2025-02-28,深圳,O2O,KFR-100LW,客户28,4720,1
2025-02-15,深圳,O2O,KF-35GW,客户08,5629,2
2025-02-24,深圳,O2O,KFR-50LW,客户10,4426,1
2025-02-11,广州,传统,KFR-35GW,客户08,4462,2
2025-02-24,广州,传统,KFR-26GW,客户12,1931,1
2025-02-11,广州,传统,KFR-32GW,客户16,2165,1
2025-02-01,广州,传统,KFR-35GW,客户14,2239,1
2025-02-27,广州,传统,KFR-50GW,客户21,8530,3
2025-02-11,广州,传统,KFR-32GW,客户02,1870,1
2025-02-25,广州,传统,KF-32GW,客户22,5856,3
2025-02-21,广州,传统,KFR-72LW,客户08,2964,1
2025-02-28,广州,传统,KFR-50GW,客户02,2865,1
2025-02-26,广州,传统,KF-26GW,客户20,1676,1
2025-02-02,广州,传统,KFR-50GW,客户05,8074,3
2025-02-13,广州,传统,KFR-50LW,客户05,5898,2
2025-02-15,广州,KA,KF-26GW,客户03,12645,6
2025-02-20,广州,KA,KFR-35GW,客户21,15365,6
2025-02-07,广州,KA,KFR-26GW,客户15,4268,2
2025-02-19,广州,KA,KFR-26GW,客户01,4515,2
2025-02-12,广州,KA,KF-26GW,客户03,12964,6
2025-02-06,广州,KA,KFR-50GW,客户18,17293,5
2025-02-17,广州,KA,KFR-32GW,客户21,5315,2
2025-02-19,广州,KA,KF-35GW,客户19,10211,4
2025-02-10,广州,KA,KF-32GW,客户20,6386,3
2025-02-22,广州,KA,KFR-35GW,客户01,16699,6
2025-02-02,广州,KA,KFR-120LW,客户01,28750,6
2025-02-21,广州,KA,KFR-50GW,客户03,9376,3
2025-02-20,广州,B2B,KF-26GW,客户06,41821,20
2025-02-20,广州,B2B,KF-26GW,客户23,28563,15
2025-02-02,广州,B2B,KFR-35GW,客户05,21316,8
2025-02-23,广州,B2B,KFR-50LW,客户26,45936,12
2025-02-27,广州,B2B,KFR-32GW,客户14,29553,12
2025-02-13,广州,B2B,KFR-35GW,客户18,32350,11
2025-02-05,广州,O2O,KF-50GW,客户06,3373,1
2025-02-02,广州,O2O,KFR-35GW,客户03,6738,2
2025-02-24,广州,O2O,KF-50GW,客户03,7361,2
2025-02-06,广州,O2O,KFR-32GW,客户23,3242,1
2025-02-13,东莞,传统,KFR-32GW,客户04,2262,1
2025-02-07,东莞,传统,KFR-100LW,客户25,7462,2
2025-02-26,东莞,传统,KFR-35GW,客户04,4266,2
2025-02-03,东莞,传统,KF-50GW,客户25,6721,3
2025-02-13,东莞,传统,KFR-26GW,客户25,1864,1
2025-02-21,东莞,传统,KF-26GW,客户05,3329,2
2025-02-10,东莞,传统,KFR-32GW,客户01,5786,3
2025-02-21,东莞,传统,KF-26GW,客户05,1630,1
2025-02-07,东莞,传统,KF-26GW,客户24,5681,3
2025-02-03,东莞,KA,KF-26GW,客户20,12186,6
2025-02-06,东莞,KA,KFR-32GW,客户07,14593,6
2025-02-23,东莞,KA,KFR-35GW,客户06,14329,5
2025-02-19,东莞,KA,KF-35GW,客户09,13281,6
2025-02-15,东莞,KA,KFR-100LW,客户03,14254,3
2025-02-06,东莞,KA,KF-32GW,客户07,8729,4
2025-02-03,东莞,KA,KF-35GW,客户06,14942,6
2025-02-02,东莞,KA,KFR-26GW,客户01,10746,5
2025-02-15,东莞,KA,KFR-50GW,客户14,16519,5
2025-02-15,东莞,B2B,KFR-50GW,客户21,52640,15
2025-02-03,东莞,B2B,KFR-32GW,客户15,43535,16
2025-02-04,东莞,B2B,KFR-35GW,客户10,20896,7
2025-02-11,东莞,B2B,KFR-26GW,客户06,23084,11
2025-02-28,东莞,B2B,KFR-32GW,客户05,37579,14
2025-02-01,东莞,O2O,KF-26GW,客户30,4431,2
2025-02-13,东莞,O2O,KF-26GW,客户04,4896,2
2025-02-16,东莞,O2O,KF-32GW,客户19,2532,1
2025-02-07,南宁,传统,KF-50GW,客户28,5039,2
2025-02-25,南宁,传统,KFR-50GW,客户10,8902,3
2025-02-07,南宁,传统,KFR-50GW,客户21,5561,2
2025-02-07,南宁,传统,KFR-50GW,客户28,5268,2
2025-02-05,南宁,传统,KFR-50GW,客户23,2622,1
2025-02-26,南宁,传统,KFR-35GW,客户18,4765,2
2025-02-13,南宁,传统,KFR-100LW,客户06,3449,1
2025-02-01,南宁,KA,KF-26GW,客户05,12903,6
2025-02-11,南宁,KA,KFR-50LW,客户01,11319,3
2025-02-19,南宁,KA,KFR-50LW,客户21,23300,6
2025-02-13,南宁,KA,KF-32GW,客户29,6961,3
2025-02-15,南宁,KA,KFR-32GW,客户02,15154,6
2025-02-02,南宁,KA,KFR-100LW,客户05,14048,3
2025-02-06,南宁,KA,KF-32GW,客户13,4739,2
2025-02-03,南宁,B2B,KF-35GW,客户07,28616,11
2025-02-06,南宁,B2B,KFR-50GW,客户06,18858,5
2025-02-18,南宁,B2B,KFR-35GW,客户26,50146,17
2025-02-28,南宁,B2B,KFR-50GW,客户18,60962,17
2025-02-10,南宁,O2O,KF-32GW,客户05,5519,2
2025-02-09,南宁,O2O,KFR-72LW,客户10,9968,2
2025-02-11,长沙,传统,KF-50GW,客户08,4835,2
2025-02-15,长沙,传统,KF-35GW,客户24,3945,2
2025-02-12,长沙,传统,KFR-72LW,客户18,6246,2
2025-02-13,长沙,传统,KF-26GW,客户17,3130,2
2025-02-20,长沙,传统,KFR-72LW,客户21,3260,1
2025-02-23,长沙,KA,KFR-50GW,客户26,10113,3
2025-02-09,长沙,KA,KFR-50LW,客户07,7097,2
2025-02-23,长沙,KA,KF-32GW,客户11,5022,2
2025-02-04,长沙,KA,KF-26GW,客户26,9623,5
2025-02-14,长沙,B2B,KFR-26GW,客户02,37012,15
2025-02-23,长沙,B2B,KFR-50GW,客户04,20690,6
2025-02-28,长沙,O2O,KFR-50GW,客户06,7788,2
2025-03-24,深圳,传统,KFR-26GW,客户04,5783,3
2025-03-18,深圳,传统,KFR-50GW,客户09,2701,1
2025-03-27,深圳,传统,KFR-100LW,客户17,7862,2
2025-03-04,深圳,传统,KFR-32GW,客户23,6799,3
2025-03-25,深圳,传统,KFR-32GW,客户02,6247,3
2025-03-12,深圳,传统,KFR-26GW,客户04,3760,2
2025-03-02,深圳,传统,KFR-32GW,客户17,6010,3
2025-03-22,深圳,传统,KF-32GW,客户21,5636,3
2025-03-20,深圳,传统,KF-26GW,客户25,3385,2
2025-03-30,深圳,传统,KFR-26GW,客户20,1763,1
2025-03-01,深圳,传统,KFR-32GW,客户26,2208,1
2025-03-03,深圳,传统,KFR-35GW,客户03,7059,3
2025-03-14,深圳,传统,KFR-32GW,客户25,6440,3
2025-03-18,深圳,传统,KFR-50LW,客户22,6025,2
2025-03-07,深圳,KA,KFR-72LW,客户27,20795,5
2025-03-13,深圳,KA,KFR-26GW,客户05,4438,2
2025-03-27,深圳,KA,KFR-100LW,客户01,13200,3
2025-03-03,深圳,KA,KFR-35GW,客户14,5548,2
2025-03-23,深圳,KA,KF-32GW,客户07,11690,6
2025-03-06,深圳,KA,KFR-50LW,客户30,21263,6
2025-03-22,深圳,KA,KFR-32GW,客户01,10993,4
2025-03-11,深圳,KA,KF-35GW,客户20,7279,3
2025-03-03,深圳,KA,KFR-32GW,客户19,10960,4
2025-03-15,深圳,KA,KFR-35GW,客户13,16397,6
2025-03-01,深圳,KA,KFR-35GW,客户14,7636,3
2025-03-10,深圳,KA,KFR-32GW,客户14,5097,2
2025-03-12,深圳,KA,KFR-32GW,客户08,7560,3
2025-03-08,深圳,B2B,KFR-32GW,客户06,16031,6
2025-03-09,深圳,B2B,KF-35GW,客户13,49135,19
2025-03-17,深圳,B2B,KFR-35GW,客户20,16768,6
2025-03-24,深圳,B2B,KF-26GW,客户07,30910,14
2025-03-30,深圳,B2B,KFR-35GW,客户04,16917,6
2025-03-11,深圳,B2B,KF-35GW,客户30,29939,12
2025-03-28,深圳,B2B,KFR-32GW,客户14,18347,7
2025-03-07,深圳,B2B,KFR-50LW,客户28,22104,6
2025-03-08,深圳,O2O,KFR-32GW,客户11,2921,1
2025-03-08,深圳,O2O,KFR-50LW,客户08,8028,2
2025-03-10,深圳,O2O,KFR-50GW,客户13,8368,2
2025-03-03,深圳,O2O,KFR-72LW,客户29,4691,1
2025-03-15,广州,传统,KFR-35GW,客户06,4971,2
2025-03-26,广州,传统,KFR-50GW,客户13,5558,2
2025-03-28,广州,传统,KFR-50GW,客户19,5015,2
2025-03-24,广州,传统,KFR-26GW,客户26,3624,2
2025-03-15,广州,传统,KFR-32GW,客户07,4162,2
2025-03-16,广州,传统,KFR-35GW,客户12,4687,2
2025-03-01,广州,传统,KFR-32GW,客户26,2140,1
2025-03-31,广州,传统,KF-32GW,客户18,3366,2
2025-03-16,广州,传统,KFR-50GW,客户18,5559,2
2025-03-30,广州,传统,KFR-35GW,客户30,2261,1
2025-03-07,广州,传统,KFR-26GW,客户27,1870,1
2025-03-23,广州,KA,KF-35GW,客户20,9228,4
2025-03-30,广州,KA,KFR-35GW,客户01,13757,5
2025-03-21,广州,KA,KFR-50GW,客户04,18161,5
2025-03-09,广州,KA,KF-26GW,客户01,6375,3
2025-03-31,广州,KA,KFR-72LW,客户28,12168,3
2025-03-25,广州,KA,KFR-120LW,客户02,10013,2
2025-03-29,广州,KA,KFR-26GW,客户17,10605,5
2025-03-06,广州,KA,KFR-26GW,客户26,11646,5
2025-03-29,广州,KA,KF-32GW,客户04,8603,4
2025-03-25,广州,KA,KFR-35GW,客户05,13802,5
2025-03-26,广州,KA,KF-32GW,客户18,4816,2
2025-03-23,广州,B2B,KFR-32GW,客户19,47872,17
2025-03-23,广州,B2B,KFR-35GW,客户30,59613,20
2025-03-24,广州,B2B,KFR-50GW,客户07,49459,14
2025-03-06,广州,B2B,KFR-50GW,客户02,34987,10
2025-03-06,广州,B2B,KFR-50LW,客户02,39967,11
2025-03-14,广州,B2B,KFR-32GW,客户19,29559,11
2025-03-28,广州,B2B,KFR-50GW,客户26,31299,8
2025-03-19,广州,O2O,KFR-26GW,客户01,2597,1
2025-03-01,广州,O2O,KFR-32GW,客户09,3117,1
2025-03-02,广州,O2O,KFR-26GW,客户19,2500,1
2025-03-17,东莞,传统,KFR-50LW,客户01,8136,3
2025-03-14,东莞,传统,KF-50GW,客户19,4783,2
2025-03-11,东莞,传统,KFR-35GW,客户16,4610,2
2025-03-12,东莞,传统,KF-32GW,客户27,5384,3
2025-03-15,东莞,传统,KF-32GW,客户21,1977,1
2025-03-17,东莞,传统,KF-32GW,客户07,1947,1
2025-03-12,东莞,传统,KFR-35GW,客户17,2297,1
2025-03-01,东莞,传统,KFR-50GW,客户16,5121,2
2025-03-01,东莞,传统,KF-50GW,客户28,4973,2
2025-03-16,东莞,KA,KF-32GW,客户29,9022,4
2025-03-12,东莞,KA,KFR-50GW,客户13,6449,2
2025-03-29,东莞,KA,KFR-50GW,客户27,18309,5
2025-03-07,东莞,KA,KFR-26GW,客户07,13331,6
2025-03-02,东莞,KA,KF-26GW,客户24,12719,6
2025-03-27,东莞,KA,KFR-26GW,客户21,8266,4
2025-03-04,东莞,KA,KFR-120LW,客户11,24070,5
2025-03-07,东莞,KA,KFR-50GW,客户11,10476,3
2025-03-01,东莞,KA,KFR-32GW,客户28,5743,2
2025-03-08,东莞,B2B,KF-35GW,客户26,37006,13
2025-03-21,东莞,B2B,KF-26GW,客户15,16648,8
2025-03-28,东莞,B2B,KF-26GW,客户01,29883,15
2025-03-23,东莞,B2B,KFR-32GW,客户12,18361,7
2025-03-26,东莞,B2B,KF-26GW,客户18,38216,18
2025-03-24,东莞,B2B,KFR-32GW,客户04,38557,14
2025-03-05,东莞,O2O,KFR-32GW,客户28,6032,2
2025-03-07,东莞,O2O,KF-32GW,客户28,2611,1
2025-03-26,南宁,传统,KF-50GW,客户05,5318,2
2025-03-04,南宁,传统,KFR-120LW,客户21,11253,3
2025-03-11,南宁,传统,KFR-50GW,客户11,5209,2
2025-03-20,南宁,传统,KFR-32GW,客户28,1998,1
2025-03-02,南宁,传统,KFR-35GW,客户19,6864,3
2025-03-23,南宁,传统,KFR-72LW,客户05,11325,3
2025-03-23,南宁,KA,KFR-100LW,客户03,20050,4
2025-03-28,南宁,KA,KF-50GW,客户01,12637,4
2025-03-30,南宁,KA,KF-26GW,客户21,4439,2
2025-03-27,南宁,KA,KF-32GW,客户03,11393,5
2025-03-18,南宁,KA,KFR-100LW,客户23,8586,2
2025-03-13,南宁,KA,KFR-50GW,客户08,18071,5
2025-03-23,南宁,KA,KFR-26GW,客户18,8914,4
2025-03-19,南宁,B2B,KF-26GW,客户11,18664,8
2025-03-15,南宁,B2B,KF-32GW,客户01,36077,14
2025-03-05,南宁,B2B,KFR-100LW,客户12,88933,19
